rooms,price,flat_area,district,address,subway,prestigious,Closest_subway,Closest_subway_location,Distance to subway in (m),Time to walk to subway,Distance to subway in seconds,target_location,Distance to subway in (km),Duration to subway in mins
2,36940.0,103.0,Голосіївський,"Антоновича вул. (Горького), 74",Олімпійська,3,Olimpiiska,"50.4312893, 30.5168687",940.0,12 mins,713.0,"50.42612839,30.5140667",0.9,12.0
2,11000.0,96.0,Дарницький,"Урлівська вул., 23 А",,1,Osokorky,"50.395248, 30.616231",1971.0,25 mins,1492.0,"50.41062546,30.61347198",2.0,25.0
3,18000.0,169.0,Голосіївський,"Героїв Оборони вул., 10а",,3,Vystavkovyi tsentr,"50.3824347, 30.47758",1213.0,15 mins,903.0,"50.38275909,30.49168015",1.2,15.0
3,30000.0,194.0,Печерський,"Шовковична вул., 36/7",,3,Klovska,"50.4369687, 30.531807",2339.0,29 mins,1742.0,"50.44142914,30.5284481",2.3,29.0
6,73510.59999999999,402.5,Шевченківський,"Рейтарська вул., 31/16",,3,Zoloti vorota,"50.445809, 30.515155",1153.0,13 mins,785.0,"50.45285797,30.50919533",1.2,13.0
2,22164.0,122.0,Печерський,"Чигоріна вул., 55",,3,Lybidska,"50.41398259999999, 30.5248848",1126.0,13 mins,758.0,"50.416008,30.53456879",1.1,13.0
1,9500.0,51.0,Святошинський,"Щербаковского, 52",,2,Nyvky,"50.4586495, 30.40437299999999",1878.0,24 mins,1449.0,"50.4503479,30.40528679",1.9,24.0
1,20000.0,89.0,Шевченківський,"Берестейський просп. (Перемоги), 5В",,3,Vokzalna,"50.44133530000001, 30.489963",1125.0,14 mins,866.0,"50.4465332,30.48665428",1.1,14.0
2,18000.0,141.0,Печерський,"Інститутська вул., 24/7",,3,Arsenalna,"50.4430624, 30.54715739999999",812.0,10 mins,600.0,"50.44420242,30.5370121",0.8,10.0
2,18000.0,113.0,Шевченківський,"Хмельницького Богдана вул., 50б",,3,Universytet,"50.4432683, 30.5046312",597.0,8 mins,509.0,"50.44732666,30.50652885",0.6,8.0
2,28000.0,170.0,Солом'янський,"Липківского Василя вул. (Урицького), 18",,2,Vokzalna,"50.44133530000001, 30.489963",1259.0,15 mins,898.0,"50.43360138,30.48425674",1.3,15.0
2,19300.0,111.0,Святошинський,"Берестейський просп. (Перемоги), 67",,2,Nyvky,"50.4586495, 30.40437299999999",193.0,3 mins,158.0,"50.45797729,30.40586472",0.2,3.0
1,8000.0,79.0,Деснянський,"Милославська вул., 47",,1,,,,,,"50.53044128,30.59513855",,0.0
1,36940.0,80.0,Шевченківський,"Десятинна, 13",Контрактова площа,3,Poshtova ploshcha,"50.45926900000001, 30.524412",893.0,14 mins,860.0,"50.4574852,30.51929855",0.9,14.0
1,7000.0,66.0,Деснянський,"радунська, 11",,1,,,,,,"50.53032303,30.59884644",,0.0
1,12000.0,77.0,Дарницький,"Вірменська вул., 6",,1,Vyrlytsia,"50.4029499, 30.666911",687.0,9 mins,513.0,"50.40637589,30.67076111",0.7,9.0
1,14000.0,51.0,Дарницький,"Центральна вул., 19А",,1,Slavutych,"50.3942606, 30.6048644",1051.0,13 mins,793.0,"50.39164352,30.60383415",1.1,13.0
1,10000.0,64.0,Голосіївський,"Героїв Маріуполя вул. (Якубовського маршала), 9",Іподром,3,Ipodrom,"50.37657470000001, 30.4688445",1838.0,24 mins,1419.0,"50.38168335,30.45262718",1.8,24.0
5,25000.0,369.0,Шевченківський,"Тургенєвська вул., 74",,3,Lukianivska,"50.46114710000001, 30.48363239999999",846.0,11 mins,636.0,"50.45495224,30.48994255",0.8,11.0
3,15000.0,106.0,Оболонський,"Героїв полку ""Азов"" вул. (Малиновського маршала), 36",Оболонь,2,Obolon,"50.5015363, 30.4982311",939.0,12 mins,710.0,"50.5039711,30.50796509",0.9,12.0
2,14500.0,85.0,Оболонський,"Прирічна вул., 5",,2,,,,,,"nan,nan",,0.0
4,35000.0,254.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 10а",,2,Obolon,"50.5015363, 30.4982311",1491.0,19 mins,1117.0,"50.49992752,30.51651764",1.5,19.0
2,33246.0,155.0,Дарницький,"Завальна вул., 10г",,1,,,,,,"nan,nan",,0.0
4,36940.0,246.0,Дарницький,"Зарічна вул., 1Г",,1,Slavutych,"50.3942606, 30.6048644",1018.0,13 mins,778.0,"50.39555359,30.60163116",1.0,13.0
2,10000.0,83.0,Святошинський,"Чистяківська вул., 15",,2,Sviatoshyn,"50.4577675, 30.39065719999999",904.0,12 mins,708.0,"50.45368195,30.39689636",0.9,12.0
1,11000.0,83.0,Дарницький,"Пчілки Олени вул., 6а",,1,Pozniaky,"50.3978642, 30.6347451",2711.0,34 mins,2047.0,"50.41684341,30.63207245",2.7,34.0
1,11000.0,56.0,Дарницький,"Центральна, 19",,1,Slavutych,"50.3942606, 30.6048644",1133.0,14 mins,866.0,"50.39164352,30.60320091",1.1,14.0
2,10000.0,80.0,Солом'янський,"Карела Чапека вул. (Фучіка Юліуса), 7",,2,Vokzalna,"50.44133530000001, 30.489963",1826.0,22 mins,1320.0,"50.43946838,30.4722271",1.8,22.0
2,9000.0,104.3,Дніпровський,"Пожарського вул., 8А",,1,Chernihivska,"50.459892, 30.63029200000001",1024.0,12 mins,743.0,"50.45417023,30.6241951",1.0,12.0
2,10000.0,107.0,Оболонський,"Мукачівська вул., 14",,2,Obolon,"50.5015363, 30.4982311",3790.0,47 mins,2838.0,"50.50401688,30.45669937",3.8,47.0
2,12500.0,145.0,Дарницький,"Бажана Миколи просп., 14",,1,Osokorky,"50.395248, 30.616231",598.0,8 mins,486.0,"50.39513397,30.62280655",0.6,8.0
3,29552.0,179.0,Шевченківський,"Франка Івана вул., 4",,3,Zoloti vorota,"50.445809, 30.515155",890.0,11 mins,654.0,"50.45038986,30.50990677",0.9,11.0
2,13500.0,166.0,Подільський,"Вишгородська вул., 45",,3,Minska,"50.51224200000001, 30.498551",4358.0,55 mins,3305.0,"50.50922775,30.44924355",4.4,55.0
1,16000.0,70.0,Дарницький,"Ревуцького вул., 40В",,1,Kharkivska,"50.40067610000001, 30.6520895",504.0,7 mins,393.0,"50.40246964,30.6497097",0.5,7.0
1,4500.0,43.0,Святошинський,"Тулузи вул., 12",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4178.0,51 mins,3075.0,"50.4308548,30.3722477",4.2,51.0
2,12000.0,102.0,Голосіївський,"Антоновича вул. (Горького), 39",Площа Льва Толстого,3,Olimpiiska,"50.4312893, 30.5168687",616.0,8 mins,455.0,"50.4333992,30.51399803",0.6,8.0
2,6000.0,88.0,Деснянський,"Данькевича Костянтина вул., 3",,1,,,,,,"50.51959991,30.62411499",,0.0
2,13000.0,85.0,Шевченківський,"Берестейський просп. (Перемоги), 17",,3,,,,,,"nan,nan",,0.0
1,12000.0,75.0,Подільський,"Правди просп., 41 В",,3,Syrets,"50.47676180000001, 30.4327791",4011.0,49 mins,2957.0,"50.50216293,30.4264164",4.0,49.0
1,9000.0,46.0,Солом'янський,"Карпатська вул., 26",,2,Shuliavska,"50.45422809999999, 30.44862209999999",3679.0,47 mins,2797.0,"50.43252182,30.43797874",3.7,47.0
2,18000.0,93.0,Солом'янський,"Любомира Гузара просп. (Комарова), 11",,2,Nyvky,"50.4586495, 30.40437299999999",4592.0,59 mins,3530.0,"50.43378448,30.40422249",4.6,59.0
2,18000.0,78.0,Подільський,"Турівська, 4",Контрактова площа,3,Kontraktova ploshcha,"50.4659213, 30.5150353",303.0,4 mins,246.0,"50.46506119,30.51515579",0.3,4.0
1,7500.0,47.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 5 б",,3,Dorohozhychi,"50.4735721, 30.4487602",972.0,12 mins,729.0,"50.46738052,30.44359016",1.0,12.0
3,103432.0,235.0,Голосіївський,"Деміївська вул., 33",Деміївська,3,Demiivska,"50.404788, 30.516868",460.0,5 mins,326.0,"50.4041481,30.51313782",0.5,5.0
2,49869.0,123.5,Печерський,"Грушевського Михайла вул., 34/1",,3,Arsenalna,"50.4430624, 30.54715739999999",467.0,6 mins,359.0,"50.44400406,30.54163361",0.5,6.0
2,10900.0,89.0,Печерський,"бульвар леси  украинки, 36/10",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",550.0,8 mins,450.0,"50.42005157,30.54701614",0.6,8.0
1,33246.0,87.0,Печерський,"Драгомирова вул., 17В",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1798.0,25 mins,1509.0,"50.40750885,30.54467583",1.8,25.0
2,18900.0,135.0,Шевченківський,"Татарська вул., 7",,3,Lukianivska,"50.46114710000001, 30.48363239999999",806.0,11 mins,633.0,"50.46541977,30.48594093",0.8,11.0
2,11900.0,135.0,Дарницький,"Урлівська вул., 20",,1,Osokorky,"50.395248, 30.616231",1736.0,22 mins,1297.0,"50.40827179,30.62034035",1.7,22.0
2,21000.0,116.0,Голосіївський,"Льва Толстого вул., 27/35",,3,Universytet,"50.4432683, 30.5046312",463.0,7 mins,398.0,"50.44139862,30.50333595",0.5,7.0
1,8000.0,81.0,Деснянський,"Братиславська вул., 9а",,1,Chernihivska,"50.459892, 30.63029200000001",2138.0,27 mins,1601.0,"50.47565079,30.6170826",2.1,27.0
2,9000.0,62.0,Печерський,"Велика Васильківська вул. (Червоноармійська), 145/1",Либідська,3,Lybidska,"50.41398259999999, 30.5248848",738.0,10 mins,619.0,"50.41259766,30.52618599",0.7,10.0
2,9000.0,87.0,Шевченківський,"Берестейський просп. (Перемоги), 68/1",,3,Beresteiska,"50.4593178, 30.4186364",821.0,10 mins,608.0,"50.4575882,30.42941093",0.8,10.0
2,14000.0,135.7,Святошинський,"Берестейський просп. (Перемоги), 131",,2,Zhytomyrska,"50.45624509999999, 30.3654504",1153.0,15 mins,923.0,"50.45446014,30.35173607",1.2,15.0
2,25858.0,123.0,Шевченківський,"Сікорського Ігоря вул. (Танкова), 4б",,3,Beresteiska,"50.4593178, 30.4186364",2042.0,25 mins,1524.0,"50.46575546,30.42952538",2.0,25.0
1,16500.0,88.5,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 51Б",,3,Lukianivska,"50.46114710000001, 30.48363239999999",858.0,10 mins,596.0,"50.46574783,30.47488403",0.9,10.0
3,33246.0,145.0,Печерський,"Інститутська вул., 15/5",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",900.0,11 mins,647.0,"50.44621658,30.53435326",0.9,11.0
4,18000.0,132.0,Дніпровський,"Верховної Ради бульв., 26",,1,Chernihivska,"50.459892, 30.63029200000001",1397.0,17 mins,1032.0,"50.45021057,30.62639999",1.4,17.0
2,7500.0,88.0,Святошинський,"Леся Курбаса просп. (50-річчя Жовтня), 12в",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4540.0,56 mins,3336.0,"50.42905426,30.37596321",4.5,56.0
2,20317.0,105.0,Шевченківський,"Дмитрівська вул., 13а",,3,Vokzalna,"50.44133530000001, 30.489963",1269.0,17 mins,997.0,"50.44939423,30.49077415",1.3,17.0
5,55410.0,397.0,Печерський,"Старонаводницька вул., 6Б",,3,Pecherska,"50.4272737, 30.539398",997.0,13 mins,805.0,"50.42742157,30.54608727",1.0,13.0
2,10500.0,107.0,Дніпровський,"Рогозівська вул., 1а",,1,Lisova,"50.4646598, 30.64556570000001",5633.0,1 hour 10 mins,4211.0,"50.45102692,30.67489624",5.6,70.0
1,12000.0,50.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 47",Палац Україна,3,Palats Ukraina,"50.4214131, 30.5207637",701.0,8 mins,501.0,"50.41896439,30.52773857",0.7,8.0
2,9500.0,92.0,Шевченківський,"Данила Щербаківського вул. (Щербакова), 53",,3,Nyvky,"50.4586495, 30.40437299999999",2012.0,25 mins,1476.0,"50.47576523,30.40516472",2.0,25.0
1,29552.0,89.0,Голосіївський,"Антоновича вул. (Горького), 109",Палац Україна,3,Palats Ukraina,"50.4214131, 30.5207637",438.0,6 mins,353.0,"50.42287827,30.51711845",0.4,6.0
2,31399.0,127.5,Шевченківський,"Глибочицька вул., 32Б",,3,,,,,,"nan,nan",,0.0
2,59104.0,152.0,Печерський,"Лабораторний пров., 7",Олімпійська,3,Olimpiiska,"50.4312893, 30.5168687",1518.0,18 mins,1067.0,"50.42786407,30.52527428",1.5,18.0
1,44328.0,100.0,Печерський,"Підвисоцького професора вул., 4в",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",903.0,12 mins,729.0,"50.41242218,30.54315186",0.9,12.0
1,10000.0,71.0,Дарницький,"Пчілки Олени вул., 2- Б",,1,Pozniaky,"50.3978642, 30.6347451",2583.0,33 mins,1966.0,"50.41721344,30.62572479",2.6,33.0
1,44328.0,115.0,Печерський,"Іоана Павла II вул. (Лумумби Патріса), 12",Палац Україна,3,Lybidska,"50.41398259999999, 30.5248848",1343.0,15 mins,907.0,"50.41983414,30.53299332",1.3,15.0
2,59104.0,179.0,Шевченківський,"Назарівська вул. (Вєтрова), 11",,3,Universytet,"50.4432683, 30.5046312",447.0,6 mins,380.0,"50.44282913,30.49997902",0.4,6.0
1,7000.0,60.0,Оболонський,"Кондратюка Юрія вул., 4А",,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",4107.0,51 mins,3044.0,"50.52526093,30.45709229",4.1,51.0
2,17000.0,136.0,Дніпровський,"Регенераторна вул., 4",,1,Darnytsia,"50.455958, 30.61296999999999",3501.0,44 mins,2635.0,"50.43754959,30.62131691",3.5,44.0
1,16000.0,77.0,Голосіївський,"Заболотного академіка вул., 1Б",Іподром,3,Teremky,"50.3671113, 30.4541397",978.0,13 mins,765.0,"50.37073898,30.46164513",1.0,13.0
2,15000.0,95.0,Печерський,"Євгена Коновальця вул. (Щорса), 37",,3,Pecherska,"50.4272737, 30.539398",507.0,7 mins,424.0,"50.42713928,30.53526878",0.5,7.0
1,10500.0,65.0,Дарницький,"Ісмаїла Гаспринського вул. (Сормовська), 3",,1,Kharkivska,"50.40067610000001, 30.6520895",3512.0,43 mins,2595.0,"50.4280014,30.64779282",3.5,43.0
2,20000.0,163.0,Печерський,"Євгена Коновальця вул. (Щорса), 44а",,3,Pecherska,"50.4272737, 30.539398",863.0,13 mins,756.0,"50.4232254,30.53857231",0.9,13.0
3,18000.0,119.0,Голосіївський,"Антоновича вул. (Горького), 88",Олімпійська,3,Palats Ukraina,"50.4214131, 30.5207637",822.0,11 mins,638.0,"50.42528152,30.51383018",0.8,11.0
1,20000.0,80.0,Шевченківський,"Шолуденка вул., 1 а",,3,Politekhnichnyi instytut,"50.4511297, 30.46429349999999",1412.0,20 mins,1180.0,"50.45090866,30.47659874",1.4,20.0
2,20000.0,110.0,Шевченківський,"Львівська пл., 4 а",,3,Kontraktova ploshcha,"50.4659213, 30.5150353",1854.0,23 mins,1393.0,"50.45596313,30.5069809",1.9,23.0
2,40634.0,140.0,Шевченківський,"Глибочицька вул., 32б",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1309.0,18 mins,1085.0,"50.46211243,30.4941864",1.3,18.0
3,11000.0,147.0,Дарницький,"Чавдар Єлизавети вул., 38",,1,Osokorky,"50.395248, 30.616231",1039.0,13 mins,801.0,"50.39126587,30.62709999",1.0,13.0
1,10500.0,73.0,Дарницький,"Драгоманова вул., 8",,1,Pozniaky,"50.3978642, 30.6347451",2222.0,28 mins,1677.0,"50.41436768,30.63573647",2.2,28.0
3,29552.0,150.0,Шевченківський,"Софіївська вул., 25а",,3,Khreshchatyk,"50.4473449, 30.5227597",945.0,11 mins,680.0,"50.45223236,30.51700211",0.9,11.0
4,35093.0,250.0,Печерський,"Хрещатик вул., 15",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",61.0,1 min,48.0,"50.44762802,30.52567863",61 m,1.0
1,10000.0,62.0,Святошинський,"Берестейський просп. (Перемоги), 67д",,2,Nyvky,"50.4586495, 30.40437299999999",645.0,8 mins,469.0,"50.45711517,30.40949821",0.6,8.0
3,40634.0,160.0,Шевченківський,"Хмельницького Богдана вул., 58а",,3,Universytet,"50.4432683, 30.5046312",730.0,10 mins,605.0,"50.44807053,30.50549698",0.7,10.0
4,92350.0,365.0,Печерський,"Мазепи Івана вул. (Січневого Повстання), 16",,3,Arsenalna,"50.4430624, 30.54715739999999",256.0,3 mins,196.0,"50.44482803,30.54499626",0.3,3.0
3,84962.0,335.0,Печерський,"Мазепи Івана вул. (Січневого Повстання), 10",,3,Arsenalna,"50.4430624, 30.54715739999999",747.0,9 mins,547.0,"50.44200134,30.54773712",0.7,9.0
3,44328.0,264.0,Печерський,"Лесі Українки бульв., 7б",,3,,,,,,"nan,nan",,0.0
